dataset,feat_algo,acc,prec,recall,f1,mcc,roc_auc,g-m,bal
hive-0.12.0.csv,DropCorrelated2,0.77,0.58,0.72,0.59,0.27,0.78,0.74,0.74
hive-0.12.0.csv,DropCorrelated3,0.81,0.61,0.75,0.62,0.33,0.83,0.78,0.78
hive-0.12.0.csv,DropCorrelated4,0.81,0.61,0.76,0.63,0.34,0.84,0.79,0.79
hive-0.12.0.csv,SmartCorrelated1,0.8,0.59,0.71,0.61,0.28,0.8,0.76,0.76
hive-0.12.0.csv,SmartCorrelated2,0.76,0.58,0.72,0.58,0.27,0.79,0.74,0.74
hive-0.12.0.csv,SmartCorrelated3,0.79,0.6,0.75,0.61,0.32,0.84,0.77,0.77
hive-0.12.0.csv,SmartCorrelated4,0.8,0.61,0.75,0.62,0.33,0.84,0.78,0.78
hive-0.12.0.csv,RFE-Logistic1,0.79,0.54,0.58,0.54,0.12,0.66,0.69,0.68
hive-0.12.0.csv,RFE-Logistic2,0.81,0.56,0.61,0.57,0.16,0.67,0.71,0.7
hive-0.12.0.csv,RFE-Logistic3,0.87,0.6,0.6,0.6,0.2,0.67,0.73,0.71
hive-0.12.0.csv,RFE-Logistic4,0.77,0.58,0.71,0.59,0.27,0.79,0.75,0.75
hive-0.12.0.csv,Forward1,0.79,0.59,0.71,0.6,0.27,0.78,0.75,0.75
hive-0.12.0.csv,Forward2,0.79,0.61,0.78,0.62,0.35,0.84,0.78,0.78
hive-0.12.0.csv,Forward3,0.76,0.6,0.77,0.6,0.33,0.85,0.77,0.76
hive-0.12.0.csv,Forward4,0.79,0.61,0.78,0.62,0.35,0.85,0.78,0.78
hive-0.12.0.csv,RFE-Random1,0.75,0.55,0.61,0.54,0.14,0.67,0.68,0.68
hive-0.12.0.csv,RFE-Random2,0.9,0.55,0.53,0.53,0.07,0.58,0.68,0.66
hive-0.12.0.csv,RFE-Random3,0.8,0.54,0.58,0.54,0.11,0.63,0.69,0.68
hive-0.12.0.csv,RFE-Random4,0.72,0.55,0.64,0.54,0.17,0.7,0.69,0.69
hive-0.12.0.csv,Backward1,0.83,0.62,0.75,0.64,0.34,0.82,0.79,0.79
hive-0.12.0.csv,Backward2,0.82,0.62,0.77,0.64,0.36,0.84,0.8,0.8
hive-0.12.0.csv,Backward3,0.81,0.61,0.76,0.62,0.33,0.84,0.78,0.78
hive-0.12.0.csv,Backward4,0.8,0.61,0.77,0.62,0.34,0.85,0.79,0.78
hive-0.12.0.csv,Auto-Spearman,0.79,0.6,0.75,0.61,0.31,0.75,0.77,0.77
hive-0.12.0.csv,ATE-FS,0.88,0.62,0.65,0.63,0.27,0.73,0.76,0.74
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
camel-2.10.0.csv,None,0.83,0.55,0.76,0.55,0.23,0.84,0.8,0.8
camel-2.10.0.csv,GSMB,0.92,0.55,0.6,0.56,0.13,0.73,0.73,0.71
camel-2.10.0.csv,IAMB,0.92,0.54,0.6,0.56,0.13,0.7,0.73,0.71
camel-2.10.0.csv,IAMBnPC,0.92,0.54,0.59,0.55,0.12,0.73,0.72,0.71
camel-2.10.0.csv,LRH,0.92,0.54,0.6,0.56,0.13,0.7,0.73,0.72
camel-2.10.0.csv,BAMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,FBEDk,0.93,0.54,0.58,0.55,0.12,0.69,0.72,0.7
camel-2.10.0.csv,MMMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,PCMB,0.93,0.54,0.58,0.55,0.11,0.69,0.72,0.7
camel-2.10.0.csv,HITON_MB,0.92,0.54,0.59,0.55,0.12,0.71,0.72,0.71
camel-2.10.0.csv,MBOR,--,--,--,--,--,--,--,
camel-2.10.0.csv,IPCMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,STMB,--,--,--,--,--,--,--,
camel-2.10.0.csv,KIAMB,0.92,0.54,0.59,0.55,0.13,0.69,0.73,0.71
camel-2.10.0.csv,TIE_P,0.92,0.55,0.6,0.56,0.14,0.71,0.73,0.72
camel-2.10.0.csv,Chi-Square1,0.87,0.55,0.71,0.56,0.21,0.79,0.78,0.78
camel-2.10.0.csv,Chi-Square2,0.85,0.54,0.69,0.55,0.18,0.74,0.77,0.76
camel-2.10.0.csv,Chi-Square3,0.83,0.54,0.72,0.54,0.19,0.78,0.77,0.77
camel-2.10.0.csv,Chi-Square4,0.83,0.55,0.74,0.54,0.21,0.82,0.78,0.78
camel-2.10.0.csv,Mutual-Info1,0.85,0.54,0.69,0.54,0.18,0.76,0.76,0.76
camel-2.10.0.csv,Mutual-Info2,0.84,0.55,0.73,0.54,0.2,0.79,0.78,0.78
camel-2.10.0.csv,Mutual-Info3,0.81,0.54,0.71,0.52,0.17,0.77,0.76,0.75
camel-2.10.0.csv,Mutual-Info4,0.82,0.54,0.72,0.53,0.19,0.78,0.77,0.76
camel-2.10.0.csv,Anova1,0.96,0.62,0.6,0.61,0.22,0.71,0.74,0.72
camel-2.10.0.csv,Anova2,0.95,0.6,0.63,0.62,0.24,0.67,0.77,0.74
camel-2.10.0.csv,Anova3,0.94,0.6,0.7,0.63,0.28,0.78,0.8,0.78
camel-2.10.0.csv,Anova4,0.94,0.61,0.71,0.64,0.3,0.78,0.81,0.79
camel-2.10.0.csv,DropCorrelated1,0.88,0.56,0.74,0.58,0.24,0.83,0.8,0.8
camel-2.10.0.csv,DropCorrelated2,0.88,0.56,0.75,0.58,0.25,0.84,0.81,0.81
camel-2.10.0.csv,DropCorrelated3,0.87,0.56,0.76,0.58,0.25,0.82,0.81,0.81
camel-2.10.0.csv,DropCorrelated4,0.89,0.57,0.75,0.59,0.26,0.82,0.82,0.81
camel-2.10.0.csv,SmartCorrelated1,0.88,0.56,0.75,0.58,0.25,0.82,0.81,0.8
camel-2.10.0.csv,SmartCorrelated2,0.87,0.56,0.75,0.58,0.25,0.84,0.81,0.81
camel-2.10.0.csv,SmartCorrelated3,0.87,0.56,0.77,0.58,0.26,0.84,0.82,0.81
camel-2.10.0.csv,SmartCorrelated4,0.87,0.56,0.77,0.58,0.26,0.83,0.82,0.81
camel-2.10.0.csv,RFE-Logistic1,0.96,0.61,0.61,0.61,0.22,0.73,0.75,0.72
camel-2.10.0.csv,RFE-Logistic2,0.91,0.57,0.72,0.6,0.25,0.81,0.81,0.79
camel-2.10.0.csv,RFE-Logistic3,0.86,0.55,0.74,0.56,0.23,0.8,0.8,0.79
camel-2.10.0.csv,RFE-Logistic4,0.87,0.56,0.75,0.57,0.24,0.8,0.8,0.8
camel-2.10.0.csv,Forward1,0.9,0.57,0.75,0.6,0.27,0.78,0.82,0.81
camel-2.10.0.csv,Forward2,0.9,0.57,0.72,0.59,0.25,0.79,0.81,0.8
camel-2.10.0.csv,Forward3,0.88,0.56,0.75,0.58,0.25,0.8,0.81,0.8
camel-2.10.0.csv,Forward4,0.88,0.56,0.75,0.58,0.26,0.81,0.81,0.81
camel-2.10.0.csv,RFE-Random1,0.97,0.49,0.5,0.49,0,0.54,0.67,0.65
camel-2.10.0.csv,RFE-Random2,0.85,0.55,0.7,0.55,0.19,0.77,0.77,0.77
camel-2.10.0.csv,RFE-Random3,0.83,0.54,0.72,0.54,0.19,0.8,0.77,0.77
camel-2.10.0.csv,RFE-Random4,0.83,0.54,0.73,0.54,0.2,0.79,0.78,0.78
camel-2.10.0.csv,Backward1,0.93,0.59,0.71,0.62,0.27,0.75,0.81,0.79
camel-2.10.0.csv,Backward2,0.9,0.58,0.75,0.6,0.28,0.8,0.82,0.81
camel-2.10.0.csv,Backward3,0.9,0.58,0.76,0.6,0.28,0.81,0.83,0.82
camel-2.10.0.csv,Backward4,0.88,0.57,0.78,0.59,0.28,0.82,0.83,0.82
camel-2.10.0.csv,Auto-Spearman,0.88,0.56,0.74,0.58,0.25,0.74,0.81,0.8
camel-2.10.0.csv,ATE-FS,0.94,0.6,0.69,0.63,0.28,0.75,0.8,0.78
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
derby-10.2.1.6.csv,None,0.71,0.69,0.71,0.69,0.4,0.76,0.71,0.71
derby-10.2.1.6.csv,GSMB,0.78,0.76,0.74,0.75,0.49,0.79,0.79,0.79
derby-10.2.1.6.csv,IAMB,0.78,0.76,0.75,0.75,0.5,0.79,0.79,0.79
derby-10.2.1.6.csv,IAMBnPC,0.81,0.79,0.77,0.78,0.56,0.81,0.82,0.82
derby-10.2.1.6.csv,LRH,0.79,0.77,0.76,0.76,0.53,0.79,0.81,0.8
derby-10.2.1.6.csv,BAMB,0.79,0.77,0.75,0.76,0.53,0.8,0.81,0.8
derby-10.2.1.6.csv,FBEDk,0.79,0.77,0.76,0.76,0.53,0.79,0.81,0.8
derby-10.2.1.6.csv,MMMB,0.81,0.79,0.77,0.78,0.56,0.81,0.82,0.82
derby-10.2.1.6.csv,PCMB,0.75,0.79,0.65,0.66,0.42,0.78,0.78,0.75
derby-10.2.1.6.csv,HITON_MB,0.81,0.79,0.77,0.78,0.56,0.8,0.82,0.82
derby-10.2.1.6.csv,MBOR,0.81,0.79,0.78,0.78,0.57,0.81,0.82,0.82
derby-10.2.1.6.csv,IPCMB,0.76,0.79,0.66,0.67,0.43,0.77,0.78,0.76
derby-10.2.1.6.csv,STMB,0.78,0.76,0.74,0.74,0.49,0.78,0.8,0.79
derby-10.2.1.6.csv,KIAMB,0.77,0.74,0.73,0.73,0.47,0.78,0.78,0.78
derby-10.2.1.6.csv,TIE_P,0.78,0.75,0.74,0.75,0.49,0.79,0.79,0.79
derby-10.2.1.6.csv,Chi-Square1,0.66,0.65,0.67,0.65,0.32,0.73,0.66,0.66
derby-10.2.1.6.csv,Chi-Square2,0.71,0.69,0.71,0.69,0.39,0.77,0.71,0.71
derby-10.2.1.6.csv,Chi-Square3,0.71,0.7,0.72,0.69,0.41,0.78,0.7,0.7
derby-10.2.1.6.csv,Chi-Square4,0.71,0.69,0.71,0.69,0.39,0.76,0.71,0.71
derby-10.2.1.6.csv,Mutual-Info1,0.81,0.79,0.78,0.78,0.57,0.82,0.82,0.82
derby-10.2.1.6.csv,Mutual-Info2,0.81,0.79,0.8,0.79,0.58,0.81,0.82,0.82
derby-10.2.1.6.csv,Mutual-Info3,0.81,0.78,0.78,0.78,0.56,0.81,0.82,0.81
derby-10.2.1.6.csv,Mutual-Info4,0.81,0.79,0.8,0.79,0.58,0.85,0.81,0.81
derby-10.2.1.6.csv,Anova1,0.81,0.8,0.76,0.77,0.56,0.81,0.83,0.82
derby-10.2.1.6.csv,Anova2,0.81,0.81,0.76,0.78,0.57,0.82,0.83,0.82
derby-10.2.1.6.csv,Anova3,0.8,0.78,0.78,0.78,0.56,0.84,0.81,0.81
derby-10.2.1.6.csv,Anova4,0.78,0.75,0.77,0.76,0.52,0.83,0.78,0.78
derby-10.2.1.6.csv,DropCorrelated1,0.71,0.68,0.69,0.69,0.37,0.76,0.72,0.72
derby-10.2.1.6.csv,DropCorrelated2,0.68,0.66,0.67,0.66,0.32,0.72,0.69,0.69
derby-10.2.1.6.csv,DropCorrelated3,0.7,0.67,0.68,0.67,0.35,0.75,0.71,0.71
derby-10.2.1.6.csv,DropCorrelated4,0.74,0.71,0.72,0.71,0.43,0.77,0.74,0.74
derby-10.2.1.6.csv,SmartCorrelated1,0.74,0.71,0.71,0.71,0.42,0.78,0.75,0.75
derby-10.2.1.6.csv,SmartCorrelated2,0.71,0.68,0.7,0.69,0.38,0.75,0.71,0.71
derby-10.2.1.6.csv,SmartCorrelated3,0.7,0.68,0.69,0.68,0.37,0.76,0.71,0.71
derby-10.2.1.6.csv,SmartCorrelated4,0.71,0.68,0.69,0.68,0.37,0.76,0.71,0.71
derby-10.2.1.6.csv,RFE-Logistic1,0.62,0.57,0.57,0.57,0.14,0.62,0.64,0.64
derby-10.2.1.6.csv,RFE-Logistic2,0.66,0.61,0.6,0.6,0.2,0.65,0.68,0.67
derby-10.2.1.6.csv,RFE-Logistic3,0.62,0.57,0.57,0.57,0.15,0.63,0.64,0.64
derby-10.2.1.6.csv,RFE-Logistic4,0.66,0.61,0.6,0.6,0.21,0.68,0.67,0.67
derby-10.2.1.6.csv,Forward1,0.76,0.73,0.74,0.73,0.47,0.78,0.76,0.76
derby-10.2.1.6.csv,Forward2,0.73,0.71,0.72,0.71,0.43,0.78,0.73,0.73
derby-10.2.1.6.csv,Forward3,0.73,0.71,0.72,0.71,0.43,0.79,0.73,0.73
derby-10.2.1.6.csv,Forward4,0.75,0.73,0.74,0.73,0.47,0.8,0.76,0.76
derby-10.2.1.6.csv,RFE-Random1,0.67,0.66,0.53,0.47,0.14,0.55,0.69,0.67
derby-10.2.1.6.csv,RFE-Random2,0.69,0.65,0.65,0.65,0.3,0.68,0.7,0.7
derby-10.2.1.6.csv,RFE-Random3,0.7,0.66,0.62,0.62,0.27,0.64,0.72,0.71
derby-10.2.1.6.csv,RFE-Random4,0.67,0.66,0.67,0.65,0.33,0.73,0.67,0.67
derby-10.2.1.6.csv,Backward1,0.78,0.76,0.77,0.76,0.53,0.82,0.79,0.79
derby-10.2.1.6.csv,Backward2,0.79,0.77,0.77,0.77,0.54,0.84,0.8,0.8
derby-10.2.1.6.csv,Backward3,0.77,0.74,0.75,0.75,0.5,0.81,0.78,0.78
derby-10.2.1.6.csv,Backward4,0.75,0.72,0.73,0.72,0.45,0.78,0.76,0.76
derby-10.2.1.6.csv,Auto-Spearman,0.77,0.75,0.76,0.75,0.5,0.76,0.77,0.77
derby-10.2.1.6.csv,ATE-FS,0.82,0.8,0.8,0.8,0.6,0.85,0.83,0.83
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hbase-0.95.0.csv,None,0.67,0.62,0.66,0.62,0.28,0.7,0.67,0.67
hbase-0.95.0.csv,GSMB,0.7,0.59,0.59,0.59,0.18,0.62,0.68,0.68
hbase-0.95.0.csv,IAMB,0.71,0.59,0.59,0.59,0.18,0.64,0.68,0.68
hbase-0.95.0.csv,IAMBnPC,0.7,0.59,0.6,0.59,0.19,0.64,0.68,0.68
hbase-0.95.0.csv,LRH,0.72,0.61,0.61,0.61,0.22,0.66,0.7,0.69
hbase-0.95.0.csv,BAMB,0.73,0.61,0.6,0.6,0.21,0.64,0.7,0.69
hbase-0.95.0.csv,FBEDk,0.72,0.61,0.61,0.61,0.22,0.65,0.7,0.69
hbase-0.95.0.csv,MMMB,0.69,0.58,0.59,0.58,0.17,0.65,0.67,0.67
hbase-0.95.0.csv,PCMB,--,--,--,--,--,--,--,
hbase-0.95.0.csv,HITON_MB,0.72,0.61,0.61,0.6,0.21,0.64,0.7,0.69
hbase-0.95.0.csv,MBOR,0.71,0.59,0.6,0.59,0.19,0.64,0.68,0.68
hbase-0.95.0.csv,IPCMB,--,--,--,--,--,--,--,
hbase-0.95.0.csv,STMB,0.71,0.6,0.61,0.6,0.21,0.65,0.69,0.69
hbase-0.95.0.csv,KIAMB,0.72,0.61,0.61,0.61,0.22,0.65,0.7,0.7
hbase-0.95.0.csv,TIE_P,0.71,0.59,0.6,0.59,0.19,0.65,0.68,0.68
hbase-0.95.0.csv,Chi-Square1,0.65,0.58,0.61,0.58,0.18,0.67,0.64,0.64
hbase-0.95.0.csv,Chi-Square2,0.65,0.59,0.62,0.59,0.21,0.69,0.65,0.65
hbase-0.95.0.csv,Chi-Square3,0.67,0.61,0.65,0.61,0.26,0.69,0.67,0.67
hbase-0.95.0.csv,Chi-Square4,0.66,0.62,0.66,0.61,0.28,0.71,0.66,0.66
hbase-0.95.0.csv,Mutual-Info1,0.72,0.66,0.71,0.66,0.36,0.77,0.71,0.71
hbase-0.95.0.csv,Mutual-Info2,0.74,0.68,0.73,0.69,0.4,0.78,0.74,0.74
hbase-0.95.0.csv,Mutual-Info3,0.74,0.66,0.71,0.67,0.37,0.75,0.73,0.73
hbase-0.95.0.csv,Mutual-Info4,0.75,0.69,0.74,0.7,0.42,0.8,0.75,0.75
hbase-0.95.0.csv,Anova1,0.77,0.68,0.63,0.64,0.31,0.72,0.74,0.73
hbase-0.95.0.csv,Anova2,0.74,0.66,0.69,0.67,0.34,0.74,0.73,0.73
hbase-0.95.0.csv,Anova3,0.73,0.66,0.71,0.67,0.37,0.78,0.73,0.73
hbase-0.95.0.csv,Anova4,0.72,0.65,0.7,0.66,0.35,0.76,0.72,0.72
hbase-0.95.0.csv,DropCorrelated1,0.66,0.6,0.63,0.6,0.23,0.7,0.66,0.66
hbase-0.95.0.csv,DropCorrelated2,0.68,0.62,0.66,0.62,0.27,0.72,0.68,0.68
hbase-0.95.0.csv,DropCorrelated3,0.67,0.62,0.66,0.61,0.28,0.74,0.66,0.66
hbase-0.95.0.csv,DropCorrelated4,0.68,0.64,0.69,0.63,0.32,0.76,0.68,0.68
hbase-0.95.0.csv,SmartCorrelated1,0.68,0.63,0.68,0.63,0.31,0.74,0.68,0.68
hbase-0.95.0.csv,SmartCorrelated2,0.69,0.63,0.66,0.63,0.29,0.72,0.69,0.69
hbase-0.95.0.csv,SmartCorrelated3,0.7,0.64,0.68,0.64,0.31,0.75,0.69,0.69
hbase-0.95.0.csv,SmartCorrelated4,0.71,0.65,0.69,0.65,0.34,0.77,0.71,0.71
hbase-0.95.0.csv,RFE-Logistic1,0.66,0.59,0.62,0.59,0.21,0.68,0.66,0.66
hbase-0.95.0.csv,RFE-Logistic2,0.68,0.62,0.66,0.62,0.28,0.73,0.68,0.68
hbase-0.95.0.csv,RFE-Logistic3,0.68,0.61,0.65,0.61,0.26,0.71,0.67,0.67
hbase-0.95.0.csv,RFE-Logistic4,0.67,0.61,0.64,0.61,0.25,0.69,0.67,0.67
hbase-0.95.0.csv,Forward1,0.68,0.59,0.61,0.6,0.21,0.64,0.67,0.67
hbase-0.95.0.csv,Forward2,0.7,0.62,0.64,0.62,0.26,0.67,0.69,0.69
hbase-0.95.0.csv,Forward3,0.68,0.61,0.64,0.61,0.25,0.71,0.67,0.67
hbase-0.95.0.csv,Forward4,0.68,0.63,0.67,0.62,0.29,0.74,0.68,0.68
hbase-0.95.0.csv,RFE-Random1,0.76,0.61,0.53,0.51,0.11,0.55,0.68,0.67
hbase-0.95.0.csv,RFE-Random2,0.66,0.59,0.62,0.59,0.21,0.66,0.66,0.66
hbase-0.95.0.csv,RFE-Random3,0.65,0.62,0.66,0.6,0.27,0.73,0.65,0.65
hbase-0.95.0.csv,RFE-Random4,0.67,0.62,0.66,0.62,0.28,0.72,0.67,0.67
hbase-0.95.0.csv,Backward1,0.71,0.65,0.69,0.65,0.33,0.76,0.7,0.7
hbase-0.95.0.csv,Backward2,0.71,0.65,0.71,0.65,0.35,0.76,0.7,0.7
hbase-0.95.0.csv,Backward3,0.7,0.65,0.71,0.66,0.36,0.78,0.7,0.7
hbase-0.95.0.csv,Backward4,0.69,0.64,0.69,0.64,0.32,0.75,0.69,0.69
hbase-0.95.0.csv,Auto-Spearman,0.72,0.65,0.69,0.65,0.34,0.69,0.71,0.71
hbase-0.95.0.csv,ATE-FS,0.72,0.62,0.64,0.63,0.26,0.7,0.7,0.7
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
hive-0.10.0.csv,None,0.75,0.61,0.74,0.62,0.33,0.83,0.74,0.74
hive-0.10.0.csv,GSMB,0.79,0.6,0.66,0.61,0.25,0.77,0.73,0.73
hive-0.10.0.csv,IAMB,0.79,0.59,0.65,0.6,0.23,0.75,0.73,0.72
hive-0.10.0.csv,IAMBnPC,0.78,0.6,0.67,0.62,0.27,0.77,0.74,0.74
hive-0.10.0.csv,LRH,0.8,0.61,0.67,0.62,0.27,0.76,0.74,0.74
hive-0.10.0.csv,BAMB,0.79,0.6,0.66,0.61,0.25,0.76,0.73,0.73
hive-0.10.0.csv,FBEDk,0.8,0.6,0.66,0.62,0.26,0.77,0.74,0.73
hive-0.10.0.csv,MMMB,0.79,0.59,0.65,0.61,0.24,0.77,0.73,0.72
hive-0.10.0.csv,PCMB,0.68,0.57,0.65,0.55,0.2,0.72,0.67,0.67
hive-0.10.0.csv,HITON_MB,0.79,0.61,0.69,0.63,0.3,0.78,0.75,0.74
hive-0.10.0.csv,MBOR,0.78,0.61,0.68,0.62,0.28,0.77,0.74,0.74
hive-0.10.0.csv,IPCMB,0.68,0.58,0.68,0.56,0.23,0.73,0.68,0.68
hive-0.10.0.csv,STMB,0.79,0.59,0.65,0.6,0.23,0.76,0.73,0.72
hive-0.10.0.csv,KIAMB,0.8,0.6,0.65,0.61,0.24,0.75,0.73,0.73
hive-0.10.0.csv,TIE_P,0.8,0.61,0.67,0.62,0.27,0.76,0.74,0.74
hive-0.10.0.csv,Chi-Square1,0.74,0.6,0.71,0.6,0.29,0.76,0.72,0.72
hive-0.10.0.csv,Chi-Square2,0.73,0.6,0.71,0.6,0.29,0.77,0.72,0.72
hive-0.10.0.csv,Chi-Square3,0.71,0.59,0.7,0.58,0.26,0.77,0.7,0.7
hive-0.10.0.csv,Chi-Square4,0.72,0.59,0.69,0.58,0.26,0.77,0.71,0.71
hive-0.10.0.csv,Mutual-Info1,0.86,0.69,0.79,0.72,0.47,0.81,0.83,0.83
hive-0.10.0.csv,Mutual-Info2,0.81,0.64,0.74,0.66,0.37,0.83,0.78,0.78
hive-0.10.0.csv,Mutual-Info3,0.79,0.63,0.74,0.65,0.35,0.82,0.77,0.77
hive-0.10.0.csv,Mutual-Info4,0.78,0.62,0.72,0.63,0.33,0.82,0.76,0.76
hive-0.10.0.csv,Anova1,0.89,0.71,0.68,0.69,0.38,0.78,0.79,0.77
hive-0.10.0.csv,Anova2,0.89,0.71,0.71,0.71,0.42,0.79,0.81,0.79
hive-0.10.0.csv,Anova3,0.86,0.69,0.75,0.71,0.44,0.79,0.82,0.81
hive-0.10.0.csv,Anova4,0.84,0.67,0.76,0.7,0.42,0.85,0.81,0.81
hive-0.10.0.csv,DropCorrelated1,0.75,0.6,0.7,0.6,0.28,0.79,0.73,0.73
hive-0.10.0.csv,DropCorrelated2,0.76,0.61,0.72,0.62,0.31,0.81,0.74,0.74
hive-0.10.0.csv,DropCorrelated3,0.76,0.61,0.71,0.62,0.31,0.79,0.74,0.74
hive-0.10.0.csv,DropCorrelated4,0.76,0.6,0.7,0.61,0.28,0.8,0.73,0.73
hive-0.10.0.csv,SmartCorrelated1,0.77,0.61,0.72,0.62,0.31,0.81,0.75,0.75
hive-0.10.0.csv,SmartCorrelated2,0.78,0.62,0.72,0.63,0.32,0.8,0.76,0.75
hive-0.10.0.csv,SmartCorrelated3,0.76,0.6,0.69,0.61,0.28,0.77,0.73,0.73
hive-0.10.0.csv,SmartCorrelated4,0.78,0.62,0.73,0.63,0.33,0.8,0.76,0.76
hive-0.10.0.csv,RFE-Logistic1,0.82,0.65,0.75,0.67,0.39,0.8,0.79,0.79
hive-0.10.0.csv,RFE-Logistic2,0.81,0.65,0.76,0.67,0.39,0.84,0.79,0.79
hive-0.10.0.csv,RFE-Logistic3,0.81,0.63,0.73,0.65,0.35,0.79,0.77,0.77
hive-0.10.0.csv,RFE-Logistic4,0.79,0.63,0.73,0.64,0.34,0.81,0.77,0.77
hive-0.10.0.csv,Forward1,0.8,0.63,0.75,0.65,0.36,0.84,0.77,0.77
hive-0.10.0.csv,Forward2,0.81,0.65,0.76,0.67,0.4,0.82,0.79,0.79
hive-0.10.0.csv,Forward3,0.8,0.64,0.76,0.66,0.38,0.81,0.78,0.78
hive-0.10.0.csv,Forward4,0.81,0.65,0.76,0.67,0.39,0.81,0.79,0.79
hive-0.10.0.csv,RFE-Random1,0.76,0.61,0.73,0.62,0.32,0.79,0.75,0.75
hive-0.10.0.csv,RFE-Random2,0.77,0.61,0.72,0.62,0.31,0.78,0.75,0.75
hive-0.10.0.csv,RFE-Random3,0.84,0.61,0.62,0.61,0.23,0.67,0.73,0.72
hive-0.10.0.csv,RFE-Random4,0.74,0.61,0.73,0.61,0.32,0.78,0.74,0.74
hive-0.10.0.csv,Backward1,0.79,0.62,0.73,0.64,0.34,0.81,0.77,0.76
hive-0.10.0.csv,Backward2,0.79,0.61,0.7,0.63,0.3,0.76,0.75,0.75
hive-0.10.0.csv,Backward3,0.8,0.63,0.72,0.64,0.33,0.79,0.77,0.76
hive-0.10.0.csv,Backward4,0.79,0.61,0.71,0.63,0.31,0.8,0.75,0.75
hive-0.10.0.csv,Auto-Spearman,0.81,0.64,0.73,0.66,0.36,0.73,0.78,0.77
hive-0.10.0.csv,ATE-FS,0.82,0.63,0.69,0.64,0.31,0.8,0.76,0.76
--------,--------,--------,--------,--------,--------,--------,--------,--------,--------
camel-2.9.0.csv,None,0.8,0.54,0.76,0.53,0.21,0.82,0.78,0.78
camel-2.9.0.csv,GSMB,0.9,0.56,0.7,0.58,0.22,0.77,0.79,0.78
camel-2.9.0.csv,IAMB,0.9,0.56,0.7,0.59,0.23,0.76,0.79,0.78
camel-2.9.0.csv,IAMBnPC,0.93,0.55,0.59,0.56,0.13,0.69,0.73,0.71
camel-2.9.0.csv,LRH,0.91,0.56,0.66,0.58,0.19,0.74,0.77,0.75
camel-2.9.0.csv,BAMB,0.93,0.54,0.58,0.55,0.12,0.7,0.72,0.7
camel-2.9.0.csv,FBEDk,0.91,0.55,0.64,0.57,0.18,0.73,0.76,0.74
camel-2.9.0.csv,MMMB,0.93,0.55,0.59,0.56,0.13,0.69,0.73,0.71
camel-2.9.0.csv,PCMB,0.96,0.54,0.53,0.53,0.07,0.57,0.69,0.66
camel-2.9.0.csv,HITON_MB,0.91,0.54,0.6,0.55,0.13,0.69,0.73,0.71
camel-2.9.0.csv,MBOR,0.92,0.54,0.57,0.54,0.1,0.68,0.71,0.7
camel-2.9.0.csv,IPCMB,0.96,0.54,0.52,0.53,0.06,0.57,0.68,0.66
camel-2.9.0.csv,STMB,0.92,0.55,0.6,0.56,0.13,0.69,0.73,0.71
camel-2.9.0.csv,KIAMB,0.91,0.56,0.66,0.58,0.19,0.74,0.77,0.76
camel-2.9.0.csv,TIE_P,0.9,0.57,0.71,0.59,0.23,0.78,0.8,0.78
camel-2.9.0.csv,Chi-Square1,0.86,0.55,0.7,0.55,0.19,0.76,0.78,0.77
camel-2.9.0.csv,Chi-Square2,0.84,0.54,0.69,0.53,0.16,0.74,0.76,0.75
camel-2.9.0.csv,Chi-Square3,0.82,0.53,0.68,0.52,0.16,0.75,0.75,0.75
camel-2.9.0.csv,Chi-Square4,0.83,0.54,0.69,0.53,0.17,0.75,0.76,0.75
camel-2.9.0.csv,Mutual-Info1,0.81,0.54,0.71,0.52,0.18,0.79,0.76,0.76
camel-2.9.0.csv,Mutual-Info2,0.81,0.54,0.71,0.52,0.18,0.79,0.76,0.76
camel-2.9.0.csv,Mutual-Info3,0.83,0.54,0.71,0.53,0.18,0.78,0.77,0.76
camel-2.9.0.csv,Mutual-Info4,0.8,0.54,0.71,0.52,0.17,0.8,0.75,0.75
camel-2.9.0.csv,Anova1,0.96,0.65,0.61,0.62,0.25,0.64,0.75,0.72
camel-2.9.0.csv,Anova2,0.95,0.63,0.65,0.64,0.28,0.72,0.78,0.75
camel-2.9.0.csv,Anova3,0.95,0.62,0.7,0.65,0.31,0.76,0.81,0.78
camel-2.9.0.csv,Anova4,0.91,0.57,0.7,0.59,0.23,0.79,0.79,0.78
camel-2.9.0.csv,DropCorrelated1,0.89,0.56,0.72,0.58,0.23,0.79,0.8,0.79
camel-2.9.0.csv,DropCorrelated2,0.87,0.55,0.73,0.56,0.22,0.8,0.79,0.79
camel-2.9.0.csv,DropCorrelated3,0.87,0.56,0.74,0.57,0.23,0.8,0.8,0.79
camel-2.9.0.csv,DropCorrelated4,0.87,0.55,0.73,0.57,0.22,0.81,0.8,0.79
camel-2.9.0.csv,SmartCorrelated1,0.9,0.56,0.72,0.58,0.24,0.79,0.8,0.79
